83,0.1513,99.18,0.000000810,0.585,15.59,3.500,0.0445
84,0.1513,99.09,0.000000810,0.589,15.83,3.500,0.0446
85,0.1511,99.00,0.000000810,0.586,15.90,3.500,0.0446
86,0.1514,99.09,0.000000810,0.587,15.85,3.500,0.0446
87,0.1518,99.09,0.000000810,0.582,15.72,3.500,0.0446
88,0.1510,99.18,0.000000810,0.588,15.85,3.500,0.0446
89,0.1510,99.09,0.000000810,0.584,15.89,3.500,0.0446
90,0.1509,99.27,0.000000810,0.585,15.86,3.500,0.0447
91,0.1513,99.18,0.000000810,0.590,15.92,3.500,0.0447
92,0.1514,99.09,0.000000810,0.588,15.88,3.500,0.0447
93,0.1517,99.18,0.000000810,0.588,16.01,3.500,0.0447
94,0.1511,99.09,0.000000810,0.580,15.76,3.500,0.0447
95,0.1511,99.37,0.000000810,0.579,15.90,3.500,0.0448
96,0.1510,99.37,0.000000810,0.579,15.99,3.500,0.0448
97,0.1519,99.09,0.000000810,0.579,15.81,3.500,0.0448
98,0.1513,99.27,0.000000810,0.581,16.35,3.500,0.0448
99,0.1507,99.27,0.000000810,0.576,16.20,3.500,0.0448
100,0.1513,99.09,0.000000810,0.579,16.16,3.500,0.0448
